speed,machine,status,suport,default,output,ontrack,delay,call,day,month,runningtime,campaign,pdays,previous,packmat,deposit
58,CJM,Running,secondary,no,382,no,no,UTY,5,feb,398,4,189,12,delivered,no
48,XT4,Running,primary,no,214,yes,yes,BUILDING,18,nov,246,1,162,1,failure,no
37,TOM16,Idle,tertiary,no,147,no,no,MTC,7,may,416,2,-1,0,ontime,no
59,CJM,Downtime,tertiary,no,81,no,no,BUILDING,26,may,140,1,-1,0,ontime,no
33,XT4,Running,secondary,no,202,yes,no,BUILDING,17,apr,377,1,-1,0,ontime,no
36,XT14,Running,secondary,no,1314,yes,no,BUILDING,17,jul,330,3,-1,0,ontime,no
40,XT4,Running,secondary,no,60,yes,no,BUILDING,21,jul,250,1,-1,0,ontime,no
53,XT14,Idle,primary,no,0,yes,no,BUILDING,7,may,176,1,322,5,other,no
32,XT14,Downtime,secondary,no,331,yes,yes,MTC,26,may,130,3,-1,0,ontime,no
32,XT4,Running,primary,no,1504,yes,no,BUILDING,17,apr,131,2,-1,0,ontime,no
43,XT10,Downtime,JYS,no,2363,yes,no,BUILDING,17,nov,229,1,-1,0,ontime,no
30,XT10,Idle,secondary,no,773,yes,yes,MTC,4,jun,29,1,-1,0,ontime,no
31,XT14,Running,secondary,no,941,yes,no,BUILDING,8,apr,213,4,-1,0,ontime,no
35,CJM,Idle,secondary,no,2116,yes,no,BUILDING,13,may,409,2,-1,0,ontime,no
39,XT10,Running,secondary,no,971,yes,yes,MTC,28,may,104,2,-1,0,ontime,no
57,CJM,Running,tertiary,no,5,yes,no,BUILDING,8,jul,96,1,-1,0,ontime,no
33,Saidone,Downtime,tertiary,no,454,no,yes,BUILDING,18,nov,134,1,-1,0,ontime,no
35,CJM,Running,secondary,no,53,yes,no,BUILDING,18,nov,378,1,-1,0,ontime,no
53,CJM,Running,tertiary,no,2578,no,no,BUILDING,19,nov,299,4,107,2,failure,no
50,Saidone,Running,secondary,no,854,no,no,BUILDING,16,apr,198,1,-1,0,ontime,no
46,CJM,Running,secondary,no,16397,no,no,BUILDING,18,nov,641,1,-1,0,ontime,no
35,CJM,Idle,tertiary,no,687,yes,no,MTC,30,may,166,2,-1,0,ontime,no
56,CEIC,Running,secondary,no,1894,yes,no,MTC,15,may,189,1,-1,0,ontime,no
54,XT14,Downtime,secondary,no,0,yes,yes,BUILDING,4,feb,330,1,182,3,delivered,no
56,XT10,Running,secondary,no,1150,no,yes,BUILDING,17,nov,107,1,117,3,failure,no
43,CJM,Running,tertiary,no,136,no,no,BUILDING,6,aug,120,2,-1,0,ontime,no
40,TOM16,Running,secondary,no,7313,yes,no,BUILDING,18,nov,241,2,182,1,failure,no
38,CJM,Running,tertiary,no,239,yes,no,MTC,2,jun,221,2,-1,0,ontime,no
43,CJM,Running,tertiary,no,182,no,no,BUILDING,28,jan,152,1,-1,0,ontime,no
46,TOM16,Running,secondary,no,1590,yes,no,BUILDING,15,jul,59,2,-1,0,ontime,no
29,XT4,Running,secondary,no,565,yes,no,MTC,18,jun,164,3,-1,0,ontime,no
33,TOM16,Idle,secondary,no,930,yes,no,BUILDING,15,may,163,5,359,1,failure,no
49,TOM16,Running,secondary,no,1091,no,no,UTY,30,jul,47,2,-1,0,ontime,no
53,XT4,Downtime,secondary,no,640,yes,no,BUILDING,11,may,321,2,-1,0,ontime,no
54,CEIC,Idle,primary,no,767,no,no,MTC,9,jun,42,2,-1,0,ontime,no
33,TOM16,Running,secondary,no,480,yes,no,BUILDING,30,jan,272,1,270,1,other,no
39,CJM,Running,tertiary,no,1363,no,no,BUILDING,21,aug,294,3,-1,0,ontime,no
38,XT14,Idle,JYS,no,446,yes,no,MTC,13,may,386,1,-1,0,ontime,no
49,XT14,Running,secondary,no,167,no,yes,BUILDING,9,jul,51,1,-1,0,ontime,no
33,TOM16,Running,secondary,no,0,no,no,BUILDING,19,aug,78,3,-1,0,ontime,no
59,XT14,Running,secondary,no,4196,no,no,UTY,31,jul,10,2,-1,0,ontime,no
35,XT14,Running,secondary,no,725,yes,no,BUILDING,20,nov,219,7,133,1,failure,no
40,TOM16,Running,secondary,no,1716,yes,no,BUILDING,12,aug,226,8,-1,0,ontime,no
31,XT10,Idle,secondary,no,45,no,no,MTC,7,may,246,2,-1,0,ontime,no
35,TOM16,Running,secondary,no,410,yes,no,BUILDING,20,nov,67,2,-1,0,ontime,no
42,XT4,Running,primary,no,97,yes,no,BUILDING,3,feb,216,4,271,5,failure,no
55,Saidone,Running,secondary,no,12159,yes,no,BUILDING,20,nov,142,2,174,2,failure,no
33,XT4,Running,secondary,no,395,yes,no,MTC,2,jun,122,1,-1,0,ontime,no
31,TOM16,Idle,tertiary,no,969,no,no,BUILDING,15,jun,95,1,-1,0,ontime,no
30,TOM16,Idle,secondary,no,86,no,no,MTC,20,aug,45,1,-1,0,ontime,no
30,XT4,Idle,primary,no,395,no,no,BUILDING,21,nov,429,1,-1,0,ontime,no
37,XT4,Running,secondary,no,0,yes,no,BUILDING,2,apr,473,1,-1,0,ontime,no
30,TOM16,Idle,tertiary,no,0,no,no,BUILDING,22,aug,34,2,-1,0,ontime,no
47,XT14,Running,secondary,no,829,yes,yes,MTC,14,may,339,1,-1,0,ontime,no
41,TOM16,Running,tertiary,no,15,yes,no,BUILDING,6,may,33,1,-1,0,ontime,no
44,TOM16,Running,secondary,no,135,yes,no,BUILDING,8,may,262,3,-1,0,ontime,no
59,CJM,Running,tertiary,no,1585,no,no,UTY,28,aug,91,5,-1,0,ontime,no
29,TOM16,Running,secondary,no,910,yes,no,BUILDING,21,jul,260,1,-1,0,ontime,no
51,XT10,Running,primary,no,8806,yes,no,MTC,19,may,131,1,-1,0,ontime,no
32,XT4,Running,secondary,no,43,yes,no,MTC,21,may,173,2,-1,0,ontime,no
36,XT4,Running,secondary,no,136,yes,no,MTC,4,jun,38,2,-1,0,ontime,no
30,CJM,Running,tertiary,no,1195,no,no,BUILDING,18,jul,146,2,-1,0,ontime,no
34,Saidone,Running,tertiary,no,11219,no,no,BUILDING,25,may,112,1,-1,0,ontime,no
42,XT4,Running,primary,no,2003,yes,no,BUILDING,17,apr,177,3,-1,0,ontime,no
37,TOM16,Running,secondary,no,494,yes,no,BUILDING,2,feb,247,2,269,3,failure,no
42,XT4,Idle,secondary,no,419,no,no,BUILDING,7,jul,88,3,-1,0,ontime,no
31,XT10,Running,JYS,no,82,yes,no,BUILDING,31,jul,543,31,-1,0,ontime,no
34,XT14,Idle,tertiary,no,64,yes,no,BUILDING,28,jul,76,2,-1,0,ontime,no
32,Saidone,Running,tertiary,no,14522,no,no,BUILDING,21,nov,221,7,-1,0,ontime,no
46,TOM16,Downtime,secondary,no,3455,yes,no,MTC,14,may,566,2,-1,0,ontime,no
32,XT4,Running,primary,no,1076,yes,no,MTC,19,may,67,1,-1,0,ontime,no
37,XT14,Idle,secondary,no,261,no,yes,BUILDING,10,jul,259,1,-1,0,ontime,no
39,CJM,Running,tertiary,no,309,no,no,BUILDING,26,aug,94,14,-1,0,ontime,no
37,CJM,Idle,secondary,no,655,no,yes,BUILDING,4,feb,258,6,-1,0,ontime,no
32,Saidone,Running,tertiary,no,102,no,no,BUILDING,22,aug,398,5,-1,0,ontime,no
41,XT4,Running,secondary,no,213,yes,no,MTC,8,may,10,2,-1,0,ontime,no
50,Saidone,Running,tertiary,no,202,yes,no,BUILDING,15,apr,107,1,148,4,failure,no
57,CJM,Running,JYS,no,0,no,no,BUILDING,30,sep,585,1,-1,0,ontime,no
37,XT14,Idle,secondary,no,22,yes,no,BUILDING,7,may,28,2,289,5,failure,no
56,Saidone,Downtime,secondary,no,179,no,no,BUILDING,14,aug,47,2,-1,0,ontime,no
37,CJM,Running,secondary,no,4769,no,no,BUILDING,29,jan,124,1,-1,0,ontime,no
32,XT4,Running,primary,no,6,yes,no,BUILDING,6,may,169,2,-1,0,ontime,no
30,CJM,Idle,tertiary,no,19358,no,no,BUILDING,19,nov,258,2,-1,0,ontime,no
27,XT4,Idle,secondary,no,5563,yes,no,MTC,30,may,435,2,-1,0,ontime,no
36,CJM,Running,tertiary,no,6641,no,no,BUILDING,30,jul,105,4,-1,0,ontime,no
34,CJM,Idle,tertiary,no,747,no,no,BUILDING,31,aug,72,2,98,1,failure,no
53,XT10,Running,primary,no,49,no,no,MTC,28,may,152,1,-1,0,ontime,no
58,CJM,Running,tertiary,no,287,yes,no,BUILDING,21,aug,676,8,-1,0,ontime,no
31,XT14,Idle,secondary,no,437,yes,yes,MTC,4,jun,173,14,-1,0,ontime,no
38,XT10,Running,secondary,no,1313,no,no,MTC,17,jun,33,2,-1,0,ontime,no
32,CJM,Idle,tertiary,no,597,no,yes,BUILDING,24,jul,869,1,-1,0,ontime,no
31,XT10,Running,secondary,no,418,yes,yes,BUILDING,9,jul,219,1,-1,0,ontime,no
59,XT14,Downtime,secondary,no,41,yes,yes,MTC,20,may,171,1,-1,0,ontime,no
41,XT4,Running,primary,no,449,yes,no,BUILDING,20,apr,10,6,-1,0,ontime,no
33,TOM16,Running,secondary,no,3572,yes,no,BUILDING,18,nov,85,2,-1,0,ontime,no
52,CJM,Running,tertiary,no,2428,yes,no,BUILDING,21,nov,294,1,116,3,failure,no
36,Saidone,Running,primary,no,177,yes,no,MTC,12,may,63,5,-1,0,ontime,no
37,CJM,Running,secondary,no,80,no,no,BUILDING,27,aug,155,3,-1,0,ontime,no
39,XT10,Idle,secondary,no,1048,yes,no,BUILDING,14,may,149,1,-1,0,ontime,no
36,CJM,Running,tertiary,no,3874,no,no,BUILDING,25,aug,425,6,-1,0,ontime,no
30,CJM,Running,tertiary,no,5381,no,no,BUILDING,17,nov,375,1,-1,0,ontime,no
32,CJM,Idle,tertiary,no,17,no,no,BUILDING,22,aug,72,4,-1,0,ontime,no
47,XT4,Running,primary,no,4040,no,no,BUILDING,11,aug,53,5,-1,0,ontime,no
38,CJM,Idle,tertiary,no,427,yes,no,BUILDING,6,may,17,3,169,2,failure,no
51,CJM,Running,tertiary,no,385,no,no,BUILDING,11,aug,39,2,-1,0,ontime,no
27,XT10,Idle,secondary,no,266,no,yes,BUILDING,7,jul,232,1,-1,0,ontime,no
58,CEIC,Idle,tertiary,no,1411,yes,no,BUILDING,13,may,425,2,-1,0,ontime,no
56,CJM,Running,primary,no,7747,no,no,MTC,5,jun,103,2,-1,0,ontime,no
40,XT4,Running,primary,no,2129,yes,no,BUILDING,20,apr,1156,3,-1,0,ontime,no
47,Saidone,Running,secondary,no,318,no,no,BUILDING,4,aug,299,2,-1,0,ontime,no
23,XT4,Idle,secondary,no,105,yes,no,MTC,16,may,498,2,-1,0,ontime,no
46,XT4,Running,secondary,no,2603,yes,yes,BUILDING,11,may,50,3,277,2,failure,no
57,XT10,Running,primary,no,443,no,no,UTY,17,jul,167,1,-1,0,ontime,no
40,XT10,Running,secondary,no,116,yes,no,MTC,29,may,176,3,-1,0,ontime,no
30,XT14,Running,tertiary,no,285,no,no,BUILDING,5,feb,693,2,-1,0,ontime,no
58,CEIC,Running,primary,no,5092,no,no,MTC,11,jun,199,6,-1,0,ontime,no
36,XT4,Downtime,secondary,no,719,yes,no,MTC,13,may,1052,1,-1,0,ontime,no
37,XT4,Running,primary,no,0,yes,no,MTC,26,may,24,1,-1,0,ontime,no
51,XT4,Running,primary,no,2095,yes,yes,BUILDING,2,feb,438,4,-1,0,ontime,no
30,XT4,Idle,secondary,no,390,yes,no,BUILDING,5,may,275,1,-1,0,ontime,no
39,TOM16,Running,tertiary,no,108,no,no,BUILDING,28,may,589,3,28,2,other,no
33,XT4,Running,secondary,no,1134,yes,no,MTC,23,may,304,2,-1,0,ontime,no
60,XT4,Running,primary,no,228,yes,no,MTC,28,may,249,11,-1,0,ontime,no
29,Saidone,Running,tertiary,no,1,no,no,BUILDING,18,jul,167,3,-1,0,ontime,no
31,XT14,Running,secondary,no,0,yes,yes,BUILDING,18,nov,79,3,-1,0,ontime,no
52,CJM,Running,tertiary,no,1453,no,no,UTY,29,jul,254,21,-1,0,ontime,no
30,XT14,Idle,secondary,no,28,no,no,MTC,20,aug,107,1,-1,0,ontime,no
47,XT4,Running,secondary,no,1388,yes,no,BUILDING,17,apr,119,2,-1,0,ontime,no
46,CJM,Downtime,tertiary,no,0,no,yes,BUILDING,29,aug,38,6,-1,0,ontime,no
31,TOM16,Running,tertiary,no,0,no,no,BUILDING,29,aug,70,2,-1,0,ontime,no
29,XT4,Running,secondary,no,15,no,no,BUILDING,3,jun,136,1,-1,0,ontime,no
34,XT10,Running,secondary,no,22,yes,no,MTC,6,may,344,1,-1,0,ontime,no
44,XT10,Running,secondary,no,983,no,no,BUILDING,28,jan,123,1,-1,0,ontime,no
60,XT4,Running,secondary,no,2879,yes,no,BUILDING,5,aug,122,1,-1,0,ontime,no
51,XT10,Running,primary,no,553,yes,no,MTC,4,jun,149,8,-1,0,ontime,no
31,Saidone,Idle,tertiary,no,596,no,no,UTY,28,jan,30,1,-1,0,ontime,no
33,XT4,Running,secondary,no,1402,no,no,BUILDING,20,nov,63,5,-1,0,ontime,no
53,XT14,Downtime,secondary,no,223,yes,yes,BUILDING,22,jul,534,1,-1,0,ontime,no
45,XT14,Running,secondary,no,46,yes,no,BUILDING,5,may,234,1,-1,0,ontime,no
51,CJM,Running,tertiary,no,0,yes,yes,MTC,29,may,410,5,-1,0,ontime,no
30,CJM,Idle,tertiary,no,1636,no,no,MTC,6,jun,301,2,-1,0,ontime,no
58,XT4,Running,primary,no,96,no,no,MTC,16,jun,76,3,-1,0,ontime,no
26,XT4,Idle,primary,no,295,yes,no,BUILDING,6,may,138,1,-1,0,ontime,no
37,XT10,Running,secondary,no,1,no,no,MTC,15,may,395,2,-1,0,ontime,no
47,CJM,Running,tertiary,no,60,no,no,MTC,2,jun,282,7,-1,0,ontime,no
28,CJM,Running,tertiary,yes,84,no,yes,BUILDING,28,jul,48,21,-1,0,ontime,no
28,XT4,Running,secondary,no,4287,no,no,BUILDING,30,apr,171,1,-1,0,ontime,no
43,CJM,Downtime,tertiary,no,1,yes,yes,MTC,2,jun,28,8,-1,0,ontime,no
43,XT10,Running,secondary,no,192,yes,yes,MTC,30,may,273,2,-1,0,ontime,no
57,CJM,Running,tertiary,no,1172,yes,no,BUILDING,20,nov,72,1,-1,0,ontime,no
34,Saidone,Running,tertiary,no,105,yes,no,MTC,28,may,249,2,-1,0,ontime,no
36,XT14,Downtime,tertiary,no,4708,no,no,BUILDING,15,jun,104,1,-1,0,ontime,no
32,TOM16,Idle,secondary,no,1,yes,no,BUILDING,12,may,37,1,-1,0,ontime,no
46,CJM,Running,JYS,no,802,yes,no,UTY,25,jul,417,1,-1,0,ontime,no
36,TOM16,Running,secondary,no,22,no,no,MTC,6,jun,464,1,-1,0,ontime,no
33,CJM,Running,tertiary,no,3301,yes,no,BUILDING,2,nov,131,2,171,2,failure,no
48,XT4,Running,primary,no,2227,no,no,BUILDING,18,aug,98,12,-1,0,ontime,no
58,Saidone,Running,secondary,no,2,no,no,MTC,16,jun,684,1,-1,0,ontime,no
56,Saidone,Running,primary,no,445,no,no,BUILDING,21,nov,13,6,-1,0,ontime,no
53,CJM,Running,tertiary,no,241,yes,no,BUILDING,19,nov,137,1,-1,0,ontime,no
41,XT4,Running,secondary,no,429,yes,no,MTC,13,may,244,1,-1,0,ontime,no
35,XT14,Running,secondary,no,11,yes,no,BUILDING,23,jul,103,4,-1,0,ontime,no
31,CJM,Running,tertiary,no,50,no,no,BUILDING,19,aug,37,5,-1,0,ontime,no
51,XT14,Downtime,secondary,no,2195,yes,no,MTC,13,may,59,1,-1,0,ontime,no
40,TOM16,Running,secondary,no,1270,no,no,BUILDING,17,apr,342,2,-1,0,ontime,no
40,TOM16,Downtime,secondary,no,2394,no,no,MTC,9,jun,75,4,-1,0,ontime,no
44,XT10,Running,secondary,no,3536,no,no,BUILDING,31,jul,106,6,-1,0,ontime,no
37,XT4,Running,secondary,no,4,yes,yes,MTC,29,may,381,1,-1,0,ontime,no
49,Saidone,Running,secondary,no,1965,no,yes,UTY,10,jul,317,2,-1,0,ontime,no
56,CEIC,Running,secondary,no,5879,no,no,MTC,20,jun,237,3,-1,0,ontime,no
25,XT14,Idle,secondary,no,469,no,no,BUILDING,24,feb,524,1,187,2,delivered,no
29,CJM,Idle,tertiary,no,502,no,no,BUILDING,12,apr,366,2,199,3,other,no
35,XT14,Idle,tertiary,no,777,no,yes,BUILDING,28,may,85,1,-1,0,ontime,no
41,Saidone,Downtime,secondary,no,1588,yes,yes,MTC,20,jun,10,8,-1,0,ontime,no
38,XT4,Running,secondary,no,376,yes,no,MTC,7,may,1521,1,-1,0,ontime,no
61,Saidone,Running,primary,no,848,no,no,BUILDING,27,apr,605,1,187,1,other,no
36,TOM16,Running,secondary,no,393,no,no,UTY,14,aug,119,4,-1,0,ontime,no
52,XT4,Running,primary,no,4660,no,no,BUILDING,18,aug,82,3,-1,0,ontime,no
31,TOM16,Idle,tertiary,no,176,no,no,BUILDING,21,aug,241,4,-1,0,ontime,no
33,CJM,Running,tertiary,no,3335,no,no,BUILDING,15,jun,92,1,301,6,failure,no
49,XT4,Running,primary,no,167,no,no,BUILDING,7,jul,51,1,-1,0,ontime,no
45,TOM16,Idle,tertiary,no,1591,no,no,BUILDING,15,jul,392,4,-1,0,ontime,no
71,CEIC,Running,secondary,no,2064,no,no,BUILDING,9,nov,379,2,92,3,failure,no
34,CJM,Idle,tertiary,no,1310,no,yes,BUILDING,20,nov,90,3,-1,0,ontime,no
33,XT14,Idle,secondary,no,1221,yes,no,MTC,23,may,245,1,-1,0,ontime,no
28,XT4,Running,secondary,no,26,no,yes,BUILDING,30,jan,81,1,-1,0,ontime,no
52,TOM16,Running,secondary,no,337,yes,no,BUILDING,8,may,247,1,261,4,failure,no
54,XT4,Running,primary,no,2440,no,yes,BUILDING,17,nov,334,1,-1,0,ontime,no
51,XT4,Running,JYS,no,0,yes,no,UTY,7,may,10,4,-1,0,ontime,no
59,CEIC,Running,secondary,no,25947,no,no,BUILDING,13,aug,292,2,-1,0,ontime,no
25,XT14,Idle,tertiary,no,1734,no,no,BUILDING,19,oct,366,1,-1,0,ontime,no
35,TOM16,Running,tertiary,no,4,yes,no,BUILDING,14,may,88,1,-1,0,ontime,no
49,XT4,Running,primary,no,1032,yes,no,MTC,2,jun,41,5,-1,0,ontime,no
33,TOM16,Running,secondary,no,8,no,no,BUILDING,29,aug,462,2,-1,0,ontime,no
30,Saidone,Idle,tertiary,no,3137,yes,no,BUILDING,31,jul,368,7,-1,0,ontime,no
46,XT10,Running,secondary,no,522,yes,no,BUILDING,31,jul,61,2,-1,0,ontime,no
43,XT10,Idle,secondary,no,21,no,no,BUILDING,3,feb,203,3,-1,0,ontime,no
28,XT4,Idle,secondary,no,455,yes,no,BUILDING,11,jul,166,1,-1,0,ontime,no
41,XT4,Running,primary,no,4,no,no,BUILDING,23,jul,74,5,-1,0,ontime,no
60,Saidone,Downtime,primary,no,1412,no,no,BUILDING,22,jul,127,4,-1,0,ontime,no
49,XT4,Running,secondary,no,141,no,no,BUILDING,6,aug,275,1,-1,0,ontime,no
30,TOM16,Idle,tertiary,no,6619,yes,no,BUILDING,21,aug,239,8,-1,0,ontime,no
45,CJM,Running,primary,no,0,yes,no,BUILDING,2,feb,570,2,-1,0,ontime,no
47,CJM,Idle,tertiary,no,0,no,no,BUILDING,21,aug,136,2,-1,0,ontime,no
29,XT4,Idle,secondary,no,202,no,no,BUILDING,30,jan,128,2,-1,0,ontime,no
59,XT14,Running,secondary,no,2552,no,yes,BUILDING,5,aug,125,3,-1,0,ontime,no
27,TOM16,Running,tertiary,no,276,no,no,MTC,16,may,218,2,-1,0,ontime,no
37,TOM16,Running,secondary,yes,0,no,no,MTC,18,jun,236,1,-1,0,ontime,no
25,TOM16,Downtime,secondary,no,86,no,yes,BUILDING,8,jul,483,2,-1,0,ontime,no
39,TOM16,Downtime,secondary,no,507,no,no,BUILDING,20,aug,173,4,-1,0,ontime,no
35,XT4,Running,primary,no,602,yes,no,BUILDING,14,may,467,6,-1,0,ontime,no
77,CEIC,Running,primary,no,1492,no,no,UTY,1,sep,663,1,208,2,other,no
58,CEIC,Downtime,secondary,no,0,no,no,MTC,17,jun,436,5,-1,0,ontime,no
38,CJM,Idle,tertiary,no,2117,no,no,BUILDING,14,aug,81,2,-1,0,ontime,no
50,XT4,Running,primary,no,71,yes,no,MTC,6,may,678,1,-1,0,ontime,no
27,CJM,Idle,secondary,no,843,no,no,BUILDING,12,jul,123,2,185,1,delivered,no
46,XT4,Running,secondary,no,229,yes,no,BUILDING,17,apr,191,1,-1,0,ontime,no
51,XT14,Running,secondary,no,176,no,no,BUILDING,28,jan,214,1,183,2,failure,no
58,CEIC,Running,secondary,no,13,no,no,BUILDING,7,aug,92,4,-1,0,ontime,no
42,Saidone,Running,secondary,no,169,yes,no,UTY,15,may,87,4,-1,0,ontime,no
27,TOM16,Running,secondary,no,58,yes,no,MTC,28,may,82,1,-1,0,ontime,no
34,TOM16,Idle,secondary,no,179,no,no,BUILDING,19,aug,294,3,-1,0,ontime,no
31,XT14,Idle,secondary,no,50,no,no,BUILDING,29,jan,395,1,-1,0,ontime,no
39,XT4,Running,secondary,no,11854,yes,no,BUILDING,15,may,15,9,-1,0,ontime,no
42,XT14,Idle,secondary,no,1022,yes,no,MTC,5,may,146,2,-1,0,ontime,no
44,Saidone,Running,secondary,no,692,no,no,MTC,18,jun,73,4,-1,0,ontime,no
51,CJM,Downtime,tertiary,no,1937,yes,no,BUILDING,18,nov,185,4,152,11,other,no
50,XT14,Idle,secondary,no,26,no,yes,UTY,24,jul,179,4,-1,0,ontime,no
32,XT4,Running,primary,no,0,yes,yes,BUILDING,8,may,82,2,361,4,failure,no
45,XT4,Running,primary,no,900,yes,no,MTC,9,jun,213,1,-1,0,ontime,no
29,XT14,Idle,secondary,no,260,yes,no,BUILDING,4,feb,453,2,273,2,failure,no
53,XT4,Running,secondary,yes,634,no,no,BUILDING,19,aug,695,3,-1,0,ontime,no
29,XT10,Running,secondary,no,30,yes,no,BUILDING,23,jul,74,3,-1,0,ontime,no
57,XT14,Running,primary,no,1694,yes,no,UTY,17,nov,378,1,-1,0,ontime,no
41,XT4,Running,secondary,no,167,no,no,MTC,20,jun,48,1,-1,0,ontime,no
58,TOM16,Running,secondary,no,4299,yes,no,MTC,29,may,348,3,-1,0,ontime,no
52,Saidone,Running,primary,no,135,no,no,BUILDING,8,aug,172,9,-1,0,ontime,no
44,XT14,Running,JYS,no,40,no,yes,MTC,6,may,160,2,-1,0,ontime,no
34,XT4,Running,primary,no,479,no,no,BUILDING,11,jul,772,1,-1,0,ontime,no
44,CJM,Running,tertiary,no,1945,no,no,MTC,14,may,191,1,-1,0,ontime,no
56,TOM16,Running,tertiary,no,1062,no,no,MTC,20,jun,37,2,-1,0,ontime,no
36,Saidone,Running,tertiary,no,0,no,no,MTC,2,jun,87,3,-1,0,ontime,no
45,CJM,Downtime,tertiary,no,2406,no,no,BUILDING,8,aug,248,2,-1,0,ontime,no
57,CJM,Running,tertiary,no,337,no,no,BUILDING,5,feb,59,2,-1,0,ontime,no
49,CJM,Running,tertiary,no,413,no,yes,BUILDING,31,jul,196,4,-1,0,ontime,no
37,XT4,Running,secondary,no,362,yes,no,MTC,20,may,277,2,-1,0,ontime,no
44,XT4,Downtime,JYS,no,284,no,no,BUILDING,3,feb,167,4,187,5,other,no
40,XT4,Running,primary,no,66,yes,no,MTC,6,may,288,1,-1,0,ontime,no
28,TOM16,Idle,secondary,no,922,yes,no,BUILDING,7,apr,304,1,-1,0,ontime,no
39,XT10,Running,secondary,no,93,yes,no,BUILDING,11,may,72,4,-1,0,ontime,no
40,TOM16,Idle,tertiary,no,693,no,no,BUILDING,30,jan,427,1,-1,0,ontime,no
33,CJM,Idle,tertiary,no,307,no,no,BUILDING,23,jul,113,6,179,4,failure,no
37,CJM,Idle,tertiary,no,427,yes,no,MTC,20,may,121,1,-1,0,ontime,no
36,XT10,Running,secondary,no,5024,no,no,MTC,21,may,139,1,-1,0,ontime,no
39,XT4,Downtime,JYS,no,463,yes,no,BUILDING,18,may,169,1,-1,0,ontime,no
26,TOM16,Idle,tertiary,no,4130,no,no,BUILDING,28,jan,104,2,-1,0,ontime,no
48,CJM,Running,tertiary,no,190,no,no,BUILDING,25,aug,14,22,-1,0,ontime,no
51,TOM16,Running,secondary,no,2682,no,no,MTC,18,jun,56,1,-1,0,ontime,no
35,TOM16,Idle,tertiary,no,144,yes,yes,BUILDING,4,feb,202,4,113,20,failure,no
40,XT4,Running,secondary,no,1938,yes,no,BUILDING,7,may,228,1,-1,0,ontime,no
40,XT14,Idle,secondary,no,90,yes,no,MTC,2,jun,252,4,-1,0,ontime,no
37,XT14,Running,secondary,no,10465,no,no,MTC,17,jun,144,6,-1,0,ontime,no
43,XT4,Running,secondary,no,917,yes,no,BUILDING,8,may,87,2,-1,0,ontime,no
48,CJM,Running,primary,no,1744,no,no,MTC,9,jun,181,1,-1,0,ontime,no
46,XT14,Downtime,secondary,no,1198,yes,yes,BUILDING,7,apr,837,1,307,1,other,no
34,XT10,Idle,tertiary,no,371,no,no,MTC,20,may,77,1,-1,0,ontime,no
52,CJM,Running,tertiary,no,575,no,no,MTC,3,jun,315,1,-1,0,ontime,no
57,CJM,Running,secondary,no,123,no,no,BUILDING,2,feb,154,2,-1,0,ontime,no
36,XT10,Running,secondary,no,145,yes,no,BUILDING,2,feb,109,1,252,2,other,no
33,XT4,Running,secondary,no,312,yes,no,MTC,4,jun,151,2,-1,0,ontime,no
30,TOM16,Idle,secondary,no,893,no,no,BUILDING,26,aug,45,3,-1,0,ontime,no
34,CJM,Running,tertiary,no,105,yes,no,MTC,6,may,314,3,-1,0,ontime,no
35,CJM,Idle,tertiary,no,0,yes,no,MTC,2,jun,184,1,-1,0,ontime,no
34,XT4,Idle,secondary,no,186,no,no,BUILDING,2,feb,342,1,-1,0,ontime,no
32,TOM16,Idle,secondary,no,114,no,no,BUILDING,12,aug,155,2,-1,0,ontime,no
30,XT4,Idle,secondary,no,228,no,no,BUILDING,5,feb,232,1,365,1,failure,no
33,Saidone,Running,primary,no,0,no,no,BUILDING,11,aug,237,2,-1,0,ontime,no
31,TOM16,Idle,tertiary,no,279,yes,no,MTC,13,may,198,1,-1,0,ontime,no
33,XT14,Idle,secondary,no,241,no,no,BUILDING,22,jul,490,1,-1,0,ontime,no
48,TOM16,Downtime,tertiary,no,2328,no,no,BUILDING,27,aug,129,7,-1,0,ontime,no
38,TOM16,Running,secondary,no,728,yes,no,BUILDING,18,nov,286,1,181,2,other,no
53,XT4,Running,secondary,no,4380,no,no,UTY,19,aug,223,7,-1,0,ontime,no
36,XT4,Running,secondary,no,0,no,no,BUILDING,4,feb,235,1,244,1,failure,no
37,CJM,Running,tertiary,no,5432,yes,yes,MTC,20,may,774,1,-1,0,ontime,no
36,XT4,Running,secondary,no,222,yes,no,MTC,23,may,188,1,-1,0,ontime,no
39,XT4,Running,secondary,no,3832,yes,no,MTC,20,jun,14,13,-1,0,ontime,no
50,XT14,Running,secondary,no,715,no,no,BUILDING,28,aug,131,13,-1,0,ontime,no
49,XT4,Running,primary,no,6215,yes,no,BUILDING,11,may,549,1,-1,0,ontime,no
41,XT10,Running,secondary,no,2085,yes,no,MTC,26,may,125,4,-1,0,ontime,no
32,XT10,Running,secondary,no,1398,yes,yes,BUILDING,15,may,233,1,-1,0,ontime,no
30,CJM,Idle,tertiary,no,463,no,no,BUILDING,22,aug,374,4,-1,0,ontime,no
46,CJM,Running,tertiary,yes,337,no,yes,BUILDING,21,aug,120,2,-1,0,ontime,no
25,Saidone,Running,tertiary,no,1182,yes,no,MTC,26,may,141,2,-1,0,ontime,no
